game_id,seed,winner_model,winner_color,total_turns,model,color,seat_position,victory_points,settlements,cities,roads_built,longest_road_length,has_longest_road,has_largest_army,knights_played,llm_calls,cost_usd,input_tokens,output_tokens,cached_tokens,avg_latency_ms,trade_proposals_made,trade_proposals_accepted
0,42,gemini-3-flash,WHITE,110,gemini-3-flash,WHITE,0,10,0,2,2,1,False,True,5,67,0.105,139984,11665,0,2233.6,3,0
0,42,gemini-3-flash,WHITE,110,gemini-flash,ORANGE,1,4,2,1,5,4,False,False,1,42,0.0373,87712,5586,10073,1847.7,0,0
0,42,gemini-3-flash,WHITE,110,claude-sonnet,RED,2,6,0,3,5,4,False,False,0,35,0.0957,31288,7176,39202,5721.3,5,1
0,42,gemini-3-flash,WHITE,110,claude-haiku,BLUE,3,2,2,0,3,3,False,False,4,39,0.0999,80964,8770,0,3361.6,4,0
1,43,gemini-3-flash,ORANGE,89,claude-sonnet,RED,0,5,1,2,4,2,False,False,0,26,0.0701,23011,5258,28825,5677.3,4,1
1,43,gemini-3-flash,ORANGE,89,claude-haiku,BLUE,1,4,1,1,2,2,False,False,1,27,0.0714,57701,6305,0,4288.4,0,0
1,43,gemini-3-flash,ORANGE,89,gemini-flash,WHITE,2,3,1,1,3,2,False,False,1,38,0.0375,79507,5933,4026,1897.5,0,0
1,43,gemini-3-flash,ORANGE,89,gemini-3-flash,ORANGE,3,10,3,1,9,8,True,True,3,60,0.0924,125496,9896,0,2224.2,4,0
2,44,gemini-3-flash,WHITE,98,gemini-3-flash,WHITE,0,10,0,4,9,4,False,False,2,72,0.114,155840,12039,0,2127.0,4,0
2,44,gemini-3-flash,WHITE,98,claude-haiku,ORANGE,1,3,2,0,2,1,False,False,1,28,0.0716,56571,6590,0,3563.7,3,0
2,44,gemini-3-flash,WHITE,98,claude-sonnet,RED,2,5,2,0,2,1,False,True,4,40,0.1007,34310,7948,44967,5704.3,7,1
2,44,gemini-3-flash,WHITE,98,gemini-flash,BLUE,3,2,2,0,5,2,False,False,1,24,0.021,50030,2997,5009,2102.3,0,0
3,45,gemini-3-flash,ORANGE,134,gemini-3-flash,ORANGE,0,10,1,3,5,4,False,False,3,95,0.1468,197858,15960,0,2324.5,4,0
3,45,gemini-3-flash,ORANGE,134,gemini-flash,BLUE,1,4,2,0,5,3,False,True,3,52,0.0459,106768,6507,8048,1901.8,1,1
3,45,gemini-3-flash,ORANGE,134,claude-haiku,WHITE,2,5,1,2,4,3,False,False,0,40,0.1044,83223,9466,0,3682.8,0,0
3,45,gemini-3-flash,ORANGE,134,claude-sonnet,RED,3,3,3,0,3,2,False,False,0,30,0.0772,25844,5999,33437,5910.4,3,0
4,46,gemini-3-flash,BLUE,95,claude-sonnet,RED,0,3,1,1,3,2,False,False,0,42,0.1108,36434,8607,47273,5720.2,13,0
4,46,gemini-3-flash,BLUE,95,gemini-3-flash,BLUE,1,10,0,4,9,9,True,False,2,66,0.1002,138491,10314,0,2442.5,2,0
4,46,gemini-3-flash,BLUE,95,gemini-flash,WHITE,2,2,2,0,2,2,False,False,1,34,0.0306,70534,4381,5033,1866.4,1,0
4,46,gemini-3-flash,BLUE,95,claude-haiku,ORANGE,3,3,3,0,6,6,False,False,1,31,0.083,64802,7784,0,4234.0,3,0
5,47,gemini-3-flash,BLUE,196,gemini-flash,ORANGE,0,8,0,2,6,4,False,True,6,99,0.0961,219042,13735,13094,1712.5,0,0
5,47,gemini-3-flash,BLUE,196,claude-sonnet,RED,1,3,3,0,4,3,False,False,4,78,0.2231,75609,15731,88781,5673.7,10,0
5,47,gemini-3-flash,BLUE,196,gemini-3-flash,BLUE,2,10,3,2,9,4,False,False,3,114,0.182,249991,18987,0,2427.8,4,0
5,47,gemini-3-flash,BLUE,196,claude-haiku,WHITE,3,6,2,1,6,6,True,False,1,54,0.141,114952,12258,0,3422.0,4,0
6,48,gemini-3-flash,WHITE,117,gemini-flash,ORANGE,0,6,0,2,3,2,False,False,1,48,0.0459,99512,6792,3021,1750.8,0,0
6,48,gemini-3-flash,WHITE,117,claude-haiku,RED,1,3,1,1,5,4,False,False,2,80,0.1989,157531,18226,0,3779.4,6,1
6,48,gemini-3-flash,WHITE,117,claude-sonnet,BLUE,2,2,2,0,3,3,False,False,0,21,0.0565,18236,4275,23080,5686.5,3,2
6,48,gemini-3-flash,WHITE,117,gemini-3-flash,WHITE,3,10,0,3,4,3,False,True,4,89,0.1304,177392,13903,0,2219.8,4,0
7,49,gemini-3-flash,ORANGE,100,claude-haiku,RED,0,3,1,1,4,3,False,False,1,43,0.1137,89362,10555,0,4240.8,4,0
7,49,gemini-3-flash,ORANGE,100,claude-sonnet,BLUE,1,4,2,1,7,5,False,False,0,30,0.0838,26374,6336,33466,5916.1,10,1
7,49,gemini-3-flash,ORANGE,100,gemini-3-flash,ORANGE,2,11,1,2,8,6,True,True,4,94,0.1503,202695,16301,0,2269.9,1,0
7,49,gemini-3-flash,ORANGE,100,gemini-flash,WHITE,3,2,2,0,2,1,False,False,3,49,0.0458,102934,7050,9059,1940.3,0,0
8,50,gemini-3-flash,WHITE,166,gemini-3-flash,WHITE,0,10,1,3,11,5,True,False,2,113,0.1772,243592,18474,0,2185.3,5,1
8,50,gemini-3-flash,WHITE,166,gemini-flash,BLUE,1,6,1,1,3,2,False,True,8,71,0.0735,151364,12326,9066,1935.4,1,0
8,50,gemini-3-flash,WHITE,166,claude-sonnet,ORANGE,2,6,0,2,2,1,False,False,1,84,0.2199,78435,16213,95782,5580.3,14,3
8,50,gemini-3-flash,WHITE,166,claude-haiku,RED,3,9,0,4,6,3,False,False,3,83,0.2222,179398,19680,0,4134.1,8,2
9,51,gemini-3-flash,ORANGE,147,gemini-flash,BLUE,0,2,2,0,6,5,False,False,2,57,0.0541,121115,7695,5035,1824.9,0,0
9,51,gemini-3-flash,ORANGE,147,gemini-3-flash,ORANGE,1,10,0,4,6,5,False,True,4,93,0.1456,199145,15340,0,2116.1,7,0
9,51,gemini-3-flash,ORANGE,147,claude-haiku,RED,2,6,0,2,5,4,False,False,1,88,0.2343,184712,21644,0,3794.9,14,1
9,51,gemini-3-flash,ORANGE,147,claude-sonnet,WHITE,3,6,0,2,7,7,True,False,2,62,0.1615,58823,11664,70333,5743.3,7,1
10,52,gemini-3-flash,BLUE,108,claude-sonnet,ORANGE,0,3,2,0,2,1,False,False,0,25,0.0685,21095,5334,27696,6142.8,3,0
10,52,gemini-3-flash,BLUE,108,claude-haiku,RED,1,2,2,0,2,1,False,False,3,56,0.1452,115173,13275,0,3541.6,8,1
10,52,gemini-3-flash,BLUE,108,gemini-3-flash,BLUE,2,10,0,3,4,4,False,True,6,73,0.1043,147268,10222,0,2230.5,4,0
10,52,gemini-3-flash,BLUE,108,gemini-flash,WHITE,3,5,1,2,6,3,False,False,1,46,0.0443,95792,6824,5034,1782.0,0,0
11,53,gemini-3-flash,BLUE,134,gemini-3-flash,BLUE,0,10,3,2,9,5,True,False,1,83,0.1285,175310,13631,0,2073.3,7,1
11,53,gemini-3-flash,BLUE,134,claude-sonnet,WHITE,1,8,0,3,4,2,False,True,5,61,0.1682,56863,12292,69180,5745.1,6,1
11,53,gemini-3-flash,BLUE,134,gemini-flash,ORANGE,2,2,2,0,4,3,False,False,2,41,0.0374,84149,5101,2013,1951.7,1,1
11,53,gemini-3-flash,BLUE,134,claude-haiku,RED,3,5,1,1,3,3,False,False,0,46,0.1257,98433,11748,0,3805.4,2,0
12,54,gemini-3-flash,WHITE,167,claude-sonnet,BLUE,0,5,1,2,4,3,False,False,1,74,0.2082,71975,14646,84242,5729.1,9,1
12,54,gemini-3-flash,WHITE,167,gemini-3-flash,WHITE,1,11,0,3,10,6,True,True,3,106,0.176,238831,18875,0,2148.3,2,0
12,54,gemini-3-flash,WHITE,167,claude-haiku,ORANGE,2,4,2,1,5,3,False,False,0,43,0.1149,93366,10056,0,3939.5,3,0
12,54,gemini-3-flash,WHITE,167,gemini-flash,RED,3,4,2,0,9,5,False,False,2,57,0.0577,127135,8555,6046,1791.0,0,0
13,55,gemini-3-flash,ORANGE,112,gemini-flash,RED,0,4,2,0,7,5,True,False,2,57,0.0504,117477,7530,12075,1735.3,0,0
13,55,gemini-3-flash,ORANGE,112,claude-haiku,WHITE,1,6,0,2,2,1,False,False,1,26,0.0664,53939,5801,0,3350.6,0,0
13,55,gemini-3-flash,ORANGE,112,gemini-3-flash,ORANGE,2,10,3,1,6,4,False,True,3,54,0.0827,111480,8986,0,2104.0,4,1
13,55,gemini-3-flash,ORANGE,112,claude-sonnet,BLUE,3,2,2,0,2,2,False,False,0,15,0.0424,13579,3017,16156,5961.1,1,0
14,56,gemini-3-flash,WHITE,93,gemini-flash,RED,0,4,2,1,8,5,False,False,0,44,0.0415,94086,5804,4025,1895.6,2,0
14,56,gemini-3-flash,WHITE,93,claude-haiku,BLUE,1,5,3,0,6,5,True,False,1,33,0.0851,67175,7848,0,3242.6,5,1
14,56,gemini-3-flash,WHITE,93,claude-sonnet,ORANGE,2,3,1,1,4,3,False,False,0,18,0.0514,15946,3767,19618,5980.5,2,1
14,56,gemini-3-flash,WHITE,93,gemini-3-flash,WHITE,3,10,0,3,5,3,False,True,3,77,0.1174,161222,12256,0,2173.9,3,0
15,57,gemini-flash,RED,214,gemini-flash,RED,0,10,0,3,7,4,False,True,6,100,0.1043,222122,16656,13106,1912.1,0,0
15,57,gemini-flash,RED,214,claude-haiku,BLUE,1,6,0,3,6,6,False,False,2,98,0.2667,216154,23447,0,3911.7,5,1
15,57,gemini-flash,RED,214,claude-sonnet,WHITE,2,7,2,1,3,2,False,False,3,89,0.2759,89288,18796,101464,5635.7,12,0
15,57,gemini-flash,RED,214,gemini-3-flash,ORANGE,3,5,3,0,14,7,True,False,3,94,0.1478,205718,14985,0,2119.2,7,0
16,58,gemini-3-flash,BLUE,194,gemini-3-flash,BLUE,0,10,0,3,7,4,False,True,8,150,0.237,319568,25743,0,2147.3,5,0
16,58,gemini-3-flash,BLUE,194,gemini-flash,RED,1,7,3,1,6,5,True,False,2,82,0.0812,174727,12247,6039,1793.4,0,0
16,58,gemini-3-flash,BLUE,194,claude-sonnet,ORANGE,2,7,1,2,4,3,False,False,2,44,0.1399,42273,9807,49622,5925.3,5,1
16,58,gemini-3-flash,BLUE,194,claude-haiku,WHITE,3,3,2,0,8,5,False,False,2,78,0.2092,164998,19299,0,4060.9,5,0
17,59,gemini-3-flash,BLUE,294,gemini-3-flash,BLUE,0,10,0,4,15,7,False,False,4,143,0.2398,323449,26017,0,2355.6,3,0
17,59,gemini-3-flash,BLUE,294,gemini-flash,RED,1,9,5,0,12,8,True,False,3,110,0.1173,257699,17205,10088,1880.9,0,0
17,59,gemini-3-flash,BLUE,294,claude-sonnet,WHITE,2,4,0,2,6,4,False,False,3,86,0.2636,91261,16964,98005,6381.7,14,2
17,59,gemini-3-flash,BLUE,294,claude-haiku,ORANGE,3,6,3,0,5,3,False,True,4,101,0.2807,229261,24332,0,4251.8,9,0
18,60,gemini-3-flash,RED,120,claude-haiku,ORANGE,0,7,1,2,4,3,False,False,3,80,0.2096,167698,18872,0,5929.5,1,0
18,60,gemini-3-flash,RED,120,claude-sonnet,BLUE,1,3,3,0,4,3,False,False,3,37,0.1025,33365,7636,41544,5868.4,8,2
18,60,gemini-3-flash,RED,120,gemini-3-flash,RED,2,10,0,3,6,4,False,True,4,65,0.1025,139552,10904,0,2129.4,2,0
18,60,gemini-3-flash,RED,120,gemini-flash,WHITE,3,2,2,0,5,4,False,False,1,37,0.0359,78771,5618,6043,1859.9,3,0
19,61,claude-sonnet,BLUE,189,claude-haiku,WHITE,0,2,2,0,5,5,False,False,1,42,0.1108,90543,9598,0,3870.5,1,1
19,61,claude-sonnet,BLUE,189,gemini-3-flash,RED,1,8,3,1,9,8,True,False,2,66,0.1033,145160,10245,0,2144.1,3,0
19,61,claude-sonnet,BLUE,189,gemini-flash,ORANGE,2,4,1,1,3,2,False,False,4,56,0.055,119941,8436,7045,1853.0,0,0
19,61,claude-sonnet,BLUE,189,claude-sonnet,BLUE,3,10,3,1,8,5,False,True,6,90,0.2937,95041,19062,102706,5754.6,9,1
20,62,gemini-3-flash,RED,119,claude-haiku,BLUE,0,3,1,1,4,2,False,False,2,66,0.1701,136522,15222,0,4873.2,6,1
20,62,gemini-3-flash,RED,119,gemini-3-flash,RED,1,11,2,2,9,7,True,True,4,87,0.1371,183497,15119,0,2148.1,3,0
20,62,gemini-3-flash,RED,119,claude-sonnet,ORANGE,2,2,2,0,5,3,False,False,0,46,0.132,42896,9567,51930,6643.5,9,0
20,62,gemini-3-flash,RED,119,gemini-flash,WHITE,3,4,3,0,6,5,False,False,1,47,0.0464,99322,7012,3022,1824.4,0,0
21,63,gemini-3-flash,RED,141,claude-sonnet,WHITE,0,4,3,0,7,5,False,False,0,51,0.1568,50216,10786,57650,5750.1,11,0
21,63,gemini-3-flash,RED,141,claude-haiku,BLUE,1,3,2,0,3,2,False,False,0,22,0.0572,46512,5005,0,3395.7,0,0
21,63,gemini-3-flash,RED,141,gemini-flash,ORANGE,2,6,1,1,4,2,False,True,4,56,0.0553,120784,8600,8054,1762.2,0,0
21,63,gemini-3-flash,RED,141,gemini-3-flash,RED,3,10,2,3,9,6,True,False,3,69,0.1083,151381,10881,0,2648.3,9,2
22,64,claude-sonnet,ORANGE,281,claude-haiku,WHITE,0,7,0,2,7,3,False,False,3,138,0.3788,304694,33773,0,3863.2,6,0
22,64,claude-sonnet,ORANGE,281,gemini-3-flash,RED,1,6,4,0,12,8,True,False,1,94,0.1559,215213,16090,0,2266.2,6,0
22,64,claude-sonnet,ORANGE,281,gemini-flash,BLUE,2,6,2,0,3,2,False,True,8,74,0.0753,163159,10557,0,2075.1,0,0
22,64,claude-sonnet,ORANGE,281,claude-sonnet,ORANGE,3,10,2,4,9,6,False,False,2,96,0.3175,103058,20290,109630,5805.4,17,5
23,65,gemini-3-flash,RED,113,claude-sonnet,WHITE,0,5,0,2,4,2,False,False,3,51,0.1401,49232,9870,57650,5759.5,4,0
23,65,gemini-3-flash,RED,113,gemini-flash,BLUE,1,4,2,0,6,5,True,False,0,25,0.0267,53741,4219,0,2086.2,0,0
23,65,gemini-3-flash,RED,113,claude-haiku,ORANGE,2,4,1,1,3,2,False,False,2,40,0.1024,82276,9137,0,4147.9,6,2
23,65,gemini-3-flash,RED,113,gemini-3-flash,RED,3,10,0,3,6,4,False,True,3,78,0.1208,165801,12624,0,2055.7,4,0
